,title,org,desc,disabilities,homeless_housing,crisis_support,health_med,child_youth,arts_culture,edu_lit,women,advocacy,seniors,animals
251,Valued Volunteers Needed: Inpatient Center: Holy Cross Hospital,Seasons Hospice and Palliative Care- Illinois,"We are looking for volunteers to offer a supportive presence, socialization and to assist in our Legacy Program by creating legacy...",False,False,True,True,False,False,False,False,False,False,False
252,Volunteers Needed to Help Lead Volunteer Shifts!,Cradles to Crayons,Organization History and Model Cradles to Crayons (C2C) was launched in 2002 by Lynn Margherio with the mission to provide children from...,False,False,True,False,True,False,False,False,False,False,False
253,Lakeview Pantry Volunteer,Lakeview Pantry,"Help one of Chicagos oldest and largest food pantries distribute food to clients, stock shelves, unload deliveries, sort donations, or...",False,False,True,False,False,False,False,False,False,False,False
254,Parent Leader - Chicago 5th Ward,AWOFINC,"The primary criteria for recruiting these parent leaders will be their passion, desire, and enthusiasm for making positive changes in...",False,False,True,False,False,False,False,False,True,False,False
255,Community Outreach Coordinator - Violence Prevention Consortium,AWOFINC,"Community Outreach Coordinator responsibilities: Identify contacts, and perform direct/ongoing outreach efforts with community...",False,False,True,False,False,False,False,False,False,False,False
256,Community Outreach Coordinator - Youth Leadership & Development,AWOFINC,"Community Outreach Coordinator responsibilities: Identify contacts, and perform direct/ongoing outreach efforts with community...",False,False,True,False,True,False,False,False,False,False,False
257,Parent Leader - Chicago Metro South,AWOFINC,"Parent Leaders are ambassadors in the community, by offering other parents information about proven ""parenting techniques""...",False,False,True,False,True,False,False,False,False,False,False
258,Parent Leader - Northshore,AWOFINC,"Parent Leaders are ambassadors in the community, by offering other parents information about proven ""parenting techniques""...",False,False,True,False,True,False,False,False,False,False,False
259,Community Outreach Coordinator - Parent Information & Resource Center,AWOFINC,Community Outreach Coordinator should be interested in pursuing a career in social service nonprofit work. Coordinator responsibilities:...,False,False,True,False,False,False,False,False,True,False,False
260,Violence Prevention Volunteer - Chicago Metro South,AWOFINC,"Volunteer for Street Engagement Team: Engage at risk young people on the streets, parks, spiritual meeting places, and common areas in...",False,False,True,False,True,False,False,False,False,False,False
261,Evanston area Massage Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Massage Therapist Volunteers are assigned to support a hospice patient and their family in your community by providing gentle massage and...,False,False,True,True,False,False,False,False,False,True,False
262,Park Ridge area Massage Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Massage Therapist Volunteers are assigned to support a hospice patient and their family in your community by providing gentle massage and...,False,False,True,True,False,False,False,False,False,True,False
263,Niles area Massage Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Massage Therapist Volunteers are assigned to support a hospice patient and their family in your community by providing gentle massage and...,False,False,True,True,False,False,False,False,False,True,False
264,Skokie area Massage Therapist Hospice Volunteer,Rainbow Hospice and Palliative Care,Massage Therapist Volunteers are assigned to support a hospice patient and their family in your community by providing gentle massage and...,False,False,True,True,False,False,False,False,False,True,False
265,Park Ridge area Home Hospice Patient Support/Companion Volunteer,Rainbow Hospice and Palliative Care,"Work near your home! As a Hospice Patient Support/Companion Volunteer, you will be assigned to support a hospice patient and their family...",False,False,True,True,False,False,False,False,False,True,False
266,Skokie area Home Hospice Patient Support/Companion Volunteer,Rainbow Hospice and Palliative Care,"Work near your home! As a Hospice Patient Support/Companion Volunteer, you will be assigned to support a hospice patient and their family...",False,False,True,False,False,False,False,False,False,True,False
267,Evanston area Home Hospice Patient Support/Companion Volunteer,Rainbow Hospice and Palliative Care,"Work near your home! As a Hospice Patient Support/Companion Volunteer, you will be assigned to support a hospice patient and their family...",False,False,True,True,False,False,False,False,False,False,False
268,Franklin Park area Home Hospice Patient Support/Companion Volunteer,Rainbow Hospice and Palliative Care,"Work near your home! As a Hospice Patient Support/Companion Volunteer, you will be assigned to support a hospice patient and their family...",False,False,True,True,False,False,False,False,False,True,False
269,Food Pantry Volunteer,Howard Area Community Center,"Volunteer at the Howard Area Community Center Food Pantry! The volunteer-run pantry served 24,000 packages of food last year to those...",False,False,True,False,False,False,False,False,False,False,False
270,Male Mentor,SOUTHSIDE PREGNANCY CENTER,Model Christian living and teach Biblically-based perspectives to young men and fathers. H as a personal and growing relationship with...,False,False,True,False,False,False,False,False,False,False,False
271,SPC Volunteer,SOUTHSIDE PREGNANCY CENTER,"Are you seeking a volunteer position that is richly fulfilling and rewarding? For many of our volunteer opportunities, we request that...",False,False,True,False,False,False,False,False,True,False,False
272,Patient Advocate,SOUTHSIDE PREGNANCY CENTER,"Advocate for patients in unplanned pregnancy situations. H as a personal and growing relationship with Jesus Christ. Good listener, given...",False,False,True,False,False,False,False,False,False,False,False
273,Pet Therapy Volunteers,Residential Hospice,Residential Hospice is looking for volunteers with certified pet therapy dogs to visit our patients on Hospice care. Hospice pet therapy...,False,False,True,False,False,False,False,False,False,True,True
274,Pet Therapy Volunteers,Residential Hospice,Residential Hospice is looking for volunteers with certified pet therapy dogs to visit our patients on Hospice care. Hospice pet therapy...,False,False,True,False,False,False,False,False,False,True,True
275,Pet Therapy Volunteers,Residential Hospice,Residential Hospice is looking for volunteers with certified pet therapy dogs to visit our patients on Hospice care. Hospice pet therapy...,False,False,True,False,False,False,False,False,False,True,True
276,Pet Therapy Volunteers,Residential Hospice,Residential Hospice is looking for volunteers with certified pet therapy dogs to visit our patients on Hospice care. Hospice pet therapy...,False,False,True,False,False,False,False,False,False,True,True
277,Pet Therapy Volunteers,Residential Hospice,Residential Hospice is looking for volunteers with certified pet therapy dogs to visit our patients on Hospice care. Hospice pet therapy...,False,False,True,False,False,False,False,False,False,True,True
278,Pet Therapy Volunteers,Residential Hospice,Residential Hospice is looking for volunteers with certified pet therapy dogs to visit our patients on Hospice care. Hospice pet therapy...,False,False,True,False,False,False,False,False,False,True,True
279,Pet Therapy Volunteers,Residential Hospice,Residential Hospice is looking for volunteers with certified pet therapy dogs to visit our patients on Hospice care. Hospice pet therapy...,False,False,True,False,False,False,False,False,False,True,True
280,Pet Therapy Volunteers,Residential Hospice,Residential Hospice is looking for volunteers with certified pet therapy dogs to visit our patients on Hospice care. Hospice pet therapy...,False,False,True,False,False,False,False,False,False,True,True
281,Villa Park area Massage Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Massage Therapist Volunteers are assigned to support a hospice patient and their family in your community by providing gentle massage and...,False,False,True,True,False,False,False,False,False,True,False
282,Addison area Patient Support Home Hospice Volunteer,Rainbow Hospice and Palliative Care,"Help near your home! As a Home Patient Support Volunteer, you will be assigned to support a hospice patient and their family in your...",False,False,True,True,False,False,False,False,False,True,False
283,Addison area Massage Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Massage Therapist Volunteers are assigned to support a hospice patient and their family in your community by providing gentle massage and...,False,False,True,True,False,False,False,False,False,True,False
284,Elmhurst area Massage Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Massage Therapist Volunteers are assigned to support a hospice patient and their family in your community by providing gentle massage and...,False,False,True,True,False,False,False,False,False,True,False
285,Glenview area Massage Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Massage Therapist Volunteers are assigned to support a hospice patient and their family in your community by providing gentle massage and...,False,False,True,True,False,False,False,False,False,True,False
286,Elmhurst area Home Hospice Patient Support/Companion Volunteer,Rainbow Hospice and Palliative Care,"Work near your home! As a Hospice Patient Support/Companion Volunteer, you will be assigned to support a hospice patient and their family...",False,False,True,False,False,False,False,False,False,True,False
287,Caring Volunteers Needed for Friendship and Patient Support,Kindred Hospice,Kindred Hospice is seeking volunteers to provide companionship and support to patients with life-limiting illnesses and their families in...,False,False,True,True,False,False,False,False,False,True,False
288,Are you an End-of-Life Doula looking for opportunities to make a difference?,Kindred Hospice,Have you been trained as an End-of-Life Doula but don't have the opportunity to use those skills regularly? Are you passionate about this...,False,False,True,True,False,False,False,False,False,True,False
289,Patient Support Volunteer & Friend,Kindred Hospice,Kindred Hospice is seeking volunteers to provide companionship and support to patients with life-limiting illnesses and their families in...,False,False,True,True,False,False,False,False,False,True,False
290,Transport Local Food Donations to our Food Pantry! (Westmont),People's Resource Center,"Pick up donations from an area grocery store or restaurant each week, and deliver the items to the Westmont location Food Pantry. What...",False,False,True,False,False,False,False,False,False,False,False
291,Volunteer for our Veterans: We need YOU!,Seasons Hospice and Palliative Care- Illinois,We Honor Veterans: The veteran to veteran relationship is so unique it is sometimes the only experience in which a veteran will open up...,False,False,True,False,False,False,False,False,False,True,False
292,Creative Sewing Volunteers Needed: Sewing Team Member,Seasons Hospice and Palliative Care- Illinois,Do you love to sew? Are you creative? Seasons Hospice and Palliative Care is looking for individuals or groups of people who can share...,False,False,True,False,False,True,False,False,False,False,False
293,"Companion Visitor - Aurora, Batavia, Geneva  and St. Charles area",Heartland Hospice,Are you a good listener? Are you looking to serve your community with purpose? Become a Heartland Volunteer! Our Volunteers are the heart...,False,False,True,True,False,False,False,False,False,True,False
294,Event Planner for Annual Gala in October,In Her Shoes Foundation,Gala Volunteer Event Planner Duties: 1. Attend all committee meetings and phone calls as needed. 2. Keep a file of all pertinent...,False,False,True,False,True,False,False,True,False,False,False
295,"Parent Leader - Harvey, IL",AWOFINC,"The primary criteria for recruiting these parent leaders will be their passion, desire, and enthusiasm for making positive changes in...",False,False,True,False,False,False,False,False,False,False,False
296,Bereavement Support Volunteer,Rainbow Hospice and Palliative Care,"Professional Bereavement Volunteer: If you are working towards or have a professional social work or health related degree, professional...",False,False,True,True,False,False,False,False,False,True,False
297,Board Member,Northwest Center Against Sexual Assault,Make a difference in the lives of sexual assault survivors! Board members make important decisions about the agency's services. Board...,False,False,True,False,True,False,False,True,False,False,False
298,Chicago Court Ordered Community Service VIRTUAL or LOCAL Nonprofit 501c3 Nobel & Prize...,Ganga Library Inc.,"CALL 202-340-6210. Work VIRTUAL or LOCAL based on YOUR background, interests, hobbies. Any profession, occupation. Flexible schedule ....",False,False,False,True,False,False,True,False,False,False,False
299,Chicago area Bilingual Home Hospice Patient Support/Companion Volunteer,Rainbow Hospice and Palliative Care,"Work near your home! As a Bilingual Hospice Patient Support/Companion Volunteer, you will be assigned to support a hospice patient and...",False,False,False,True,False,False,False,False,False,True,False
300,Join the movement to create healthier schools - Join our Auxiliary Board!,Action For Healthy Kids,Action for Healthy Kids (AFHK) has started a new Auxiliary Board and is looking for a diverse group of professionals who are interested...,False,False,False,True,True,False,True,False,False,False,False
301,Walk or Special Events Committee Member,JDRF Illinois Chapter,Help fundraise for our events. Coordinate a Walk site. Help plan our Gala program. Solicit items for future auctions. Please visit our...,False,False,False,True,True,False,False,False,False,False,False
302,Young Leadership Committee Member,JDRF Illinois Chapter,JDRF Illinois Young Leadership Committee (YLC) is a group of young business and civic professionals who are actively involved with JDRF...,False,False,False,True,True,False,False,False,False,False,False
303,"BEDSIDE MAGIC - DOWNTOWN CHICAGO: LURIE'S, UNIV. OF CHICAGO COMER, & RUSH - Bring joy...",Open Heart Magic,Open Heart Magic (OHM) is a nonprofit organization that brings the joy of magic to sick kids in hospitals. As a volunteer Hospital...,False,False,False,True,True,True,False,False,False,False,False
304,Help Give Cancer Patients a Much-Needed Ride!,American Cancer Society,One of the biggest road blocks to cancer treatment can be lack of transportation. That's why the American Cancer Society Road To Recovery...,False,False,False,True,False,False,False,False,False,True,False
305,Help Give Cancer Patients a Much-Needed Ride!,American Cancer Society,One of the biggest road blocks to cancer treatment can be lack of transportation. That's why the American Cancer Society Road To Recovery...,False,False,False,True,False,False,False,False,False,True,False
306,Help Give Cancer Patients a Much-Needed Ride!,American Cancer Society,One of the biggest road blocks to cancer treatment can be lack of transportation. That's why the American Cancer Society Road To Recovery...,False,False,False,True,False,False,False,False,False,True,False
307,Help Give Cancer Patients a Much-Needed Ride!,American Cancer Society,One of the biggest road blocks to cancer treatment can be lack of transportation. That's why the American Cancer Society Road To Recovery...,False,False,False,True,False,False,False,False,False,True,False
308,Help Give Cancer Patients a Much-Needed Ride!,American Cancer Society,One of the biggest road blocks to cancer treatment can be lack of transportation. That's why the American Cancer Society Road To Recovery...,False,False,False,True,False,False,False,False,False,True,False
309,Help Give Cancer Patients a Much-Needed Ride!,American Cancer Society,One of the biggest road blocks to cancer treatment can be lack of transportation. That's why the American Cancer Society Road To Recovery...,False,False,False,True,False,False,False,False,False,True,False
310,Help Give Cancer Patients a Much-Needed Ride!,American Cancer Society,One of the biggest road blocks to cancer treatment can be lack of transportation. That's why the American Cancer Society Road To Recovery...,False,False,False,True,False,False,False,False,False,True,False
311,Help Give Cancer Patients a Much-Needed Ride!,American Cancer Society,One of the biggest road blocks to cancer treatment can be lack of transportation. That's why the American Cancer Society Road To Recovery...,False,False,False,True,False,False,False,False,False,True,False
312,Help Give Cancer Patients a Much-Needed Ride!,American Cancer Society,One of the biggest road blocks to cancer treatment can be lack of transportation. That's why the American Cancer Society Road To Recovery...,False,False,False,True,False,False,False,False,False,True,False
313,Looking for an opportunity to address food justice issues in Chicago?,Top Box Foods,"Top Box Foods is a non-profit organization with a simple purpose: to offer fresh, healthy, high-quality foods at affordable prices...",False,False,False,True,False,False,False,False,False,False,False
314,Office Receptionist- Chicago,JourneyCare,"Who is JourneyCare? The largest nonprofit provider of palliative, and supportive care in Illinois, JourneyCare serves nearly 3,000 adult...",False,False,False,True,False,False,False,False,False,True,False
315,Chicago National Office 2019 Volunteer Leadership Committee,Muscular Dystrophy Association,"The Muscular Dystrophy Association has an exciting new volunteer opportunity for anyone in Chicago looking to lead, share ideas, build...",False,False,False,True,True,False,False,False,True,False,False
316,Chicago Area Road to Recovery Volunteer Driver,AMERICAN CANCER SOCIETY,Be a hero and make a difference in the lives of others! Give a cancer patient a much-needed ride to treatment and you'll be the one to...,False,False,False,True,False,False,False,False,False,False,False
317,Cancer Support Program Volunteer,Imerman Angels 1-on-1 Cancer Support,The most important objective for our cancer support program is to ensure that everyone who contacts us and requests personalized cancer...,False,False,False,True,False,False,False,False,False,False,False
318,Part-time Sponsorship Outreach Volunteer,Imerman Angels 1-on-1 Cancer Support,Want to get involved with Imerman Angels? Our Mission: To provide personalized peer connections that enable one-on-one support among...,False,False,False,True,False,False,False,False,False,False,False
319,BEDSIDE MAGIC - HYDE PARK: U OF CHICAGO COMER CHILDREN'S HOSPITAL - Bring joy and magic...,Open Heart Magic,Open Heart Magic (OHM) is a nonprofit organization that brings the joy of magic to sick kids in hospitals. As a volunteer Hospital...,False,False,False,True,True,True,False,False,False,False,False
320,Fashion Assistant for Charity Fashion Show,Compass to Care Childhood Cancer Foundation,"We are seeking volunteers to assist behind the scenes with our fashion show. You will help our models get dressed, find their clothing,...",False,False,False,True,True,False,False,False,False,False,False
321,Event Volunteers and Photographers Needed for November 9 Gala,Compass to Care Childhood Cancer Foundation,Compass to Care's biggest event of the year is coming up quickly and we need volunteers to help make it a huge success. We need you!!...,False,False,False,True,True,True,False,False,False,False,False
322,Program Assistant,RESOLUTE HEALTH OUTREACH,"Resolute Health Outreach is looking for a Program Assistant to perform basic administrative duties such as answering emails, filing, trip...",False,False,False,True,False,False,False,False,True,False,False
323,Photographers Needed for Charity Fashion Show,Compass to Care Childhood Cancer Foundation,Compass to Care's biggest event of the year is coming up quickly and we need volunteers to help make it a huge success. We need you!!...,False,False,False,True,True,False,False,False,False,False,False
324,Veteran Pinning Facilitator,JourneyCare,Veteran Volunteers play a unique and very important role in the care we provide to our hospice patients. This particular role supports...,False,False,False,True,False,False,False,False,False,False,False
325,Hospice CareCenter Volunteer - Chicago,JourneyCare,Volunteer in your community and set your own schedule! JourneyCare is looking for volunteers to serve at our Hospice CareCenter in...,False,False,False,True,False,False,False,False,False,True,False
326,Team Care Coordinator Assist- Chicago,JourneyCare,"Who is JourneyCare? The largest nonprofit provider of palliative, and supportive care in Illinois, JourneyCare serves nearly 4,000 adult...",False,False,False,True,False,False,False,False,False,True,False
327,Deliver Life-Saving Products to Hospitals and Facilities,American Red Cross - Chicago and Northern...,Volunteer as a Biomedical Transportation Specialist and deliver lifesaving blood products from Red Cross distribution facilities to...,False,False,False,True,False,False,False,False,False,False,False
328,Put a smile on a patient's face! Children's Hospital volunteers wanted!,Ann & Robert H. Lurie Children's Hospital of...,Ann & Robert H. Lurie Children's Hospital of Chicago is seeking interested candidates to help in a variety of volunteer roles with...,False,False,False,True,True,False,False,False,False,False,False
329,Volunteer Super Hero(ine),Above and Beyond family Recovery Center,Above and Beyond Family Recovery Center provides FREE counseling service to the most under-served substance abusing populations in...,False,False,False,True,False,False,False,False,True,False,False
330,Energetic Volunteers Wanted for Camp One Step!,Camp One Step,Thank you for considering to volunteer your time and talent to help kids that have been diagnosed with Cancer and their families. We are...,False,False,False,True,True,False,False,False,False,False,False
331,Spanish Medical Interpreter,CommunityHealth,"At CommunityHealth, we rely on generous volunteer interpreters to make sure our Spanish-speaking patients have the opportunity to...",False,False,False,True,False,False,False,False,True,False,False
332,Polish Medical Interpreter,CommunityHealth,"CommunityHealth is a free health clinic serving the low-income, uninsured. At CommunityHealth, we rely on generous volunteer interpreters...",False,False,False,True,False,False,False,False,True,False,False
333,Volunteer Medical Assistant / Phlebotomist / Lab Technician,CommunityHealth,"CommunityHealth relies on volunteers to keep all aspects of our volunteer-based free health clinic running, including in our full-service...",False,False,False,True,False,False,False,False,False,False,False
334,ChiPOP Community Engagement Volunteer,POP ON TEEN VIOLENCE INC,Expanding community engagement within the Northwest Indiana and Chicagoland areas through: 1. Partnering up with local middle school and...,False,False,False,True,True,False,False,False,False,False,False
335,Certified Tech -Pharmacy,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,"We are looking for professional, compassionate volunteers who are 18 years and over with excellent customer service skills to help out in...",False,False,False,True,False,False,False,False,False,False,False
336,Resale Shop Volunteer,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,Volunteers will provide a welcoming retail environment to all customers; merchandise items donated; handle sales and bag merchandise; and...,False,False,False,True,False,False,False,False,False,False,False
337,Veteran-to-Veteran Volunteer Opportunity,"Unity Hospice of Chicagoland, Northwest...",We invite you to make a difference in the life of a fellow military veteran. You were there for each other when you served so very far...,False,False,False,True,False,False,False,False,False,True,False
338,Patient Care and Administrative Volunteer Opportunity,"Unity Hospice of Chicagoland, Northwest...","""People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in, their true beauty...",False,False,False,True,False,False,False,False,False,True,False
339,Special Services Volunteer,Rush University Medical Center,"This active service includes transporting patients by wheelchair, running patient errands, delivering flowers, patient visiting, clerical...",False,False,False,True,False,False,False,False,False,False,False
340,Paws for Patients-Volunteer with your Dog!!,"Unity Hospice of Chicagoland, Northwest...",Is Your Dog Itching to Make a Difference? Your certified pet can help hospice patients! Volunteering for Unity Hospice is very flexible!...,False,False,False,True,False,False,False,False,False,False,True
341,BEDSIDE MAGIC - DOWNTOWN: LURIE CHILDREN'S HOSPITAL - Bring joy and magic to sick kids,Open Heart Magic,Open Heart Magic (OHM) is a nonprofit organization that brings the joy of magic to sick kids in hospitals. As a volunteer Hospital...,False,False,False,True,True,True,False,False,False,False,False
342,BEDSIDE MAGIC - DOWNTOWN CHICAGO: RUSH UNIVERSITY MEDICAL CENTER - Bring joy and magic...,Open Heart Magic,Open Heart Magic (OHM) is a nonprofit organization that brings the joy of magic to sick kids in hospitals. As a volunteer Hospital...,False,False,False,True,True,True,False,False,False,False,False
343,Medical Terminology Tutor,Jane Addams Resource Corporation,The mission of Jane Addams Resource Corporation (JARC) is to ensure that people who work do not live in poverty. We do this by providing...,False,False,False,True,False,False,True,False,False,False,False
344,Want some real world experience in a clinical environment?,Rush Oak Park Hospital,Are you thinking of going into the health care field? Want to see what it's like working with patients in a hospital environment? Our...,False,False,False,True,False,False,False,False,False,False,False
345,General Surgical Floor Unit Assistant volunteer,Rush Oak Park Hospital,Unit Assistant volunteers act as patient ambassadors on our in-patient floors. Their main responsibility is to conduct hourly rounding on...,False,False,False,True,False,False,False,False,False,False,False
346,Telemetry Unit Assistant volunteer,Rush Oak Park Hospital,Unit Assistant volunteers act as patient ambassadors on our in-patient floors. Their main responsibility is to conduct hourly rounding on...,False,False,False,True,False,False,False,False,False,False,False
347,Veteran Volunteer and Friend for Hospice,Kindred Hospice,Kindred Hospice is seeking Military Veteran volunteers to provide companionship and socialization to Veteran patients with life-limiting...,False,False,False,True,False,False,False,False,False,True,False
348,Orthopedic Unit Assistant volunteer,Rush Oak Park Hospital,Unit Assistant volunteers act as patient ambassadors on our in-patient floors. Their main responsibility is to conduct hourly rounding on...,False,False,False,True,False,False,False,False,False,False,False
349,Out Patient Therapy Volunteer,Rush Oak Park Hospital,"In addition to observing Therapists, Therapy volunteers will also provide assistance with non-clinical program duties as needed....",False,False,False,True,False,False,False,False,False,False,False
350,Give Children the Greatest Gift,"Normal Moments, Inc.","When a child is in pain or feeling ill, you never hear them say ""I want to go to Disney World"". Rather, they say ""I WANT...",False,False,False,True,True,False,False,False,False,False,True
351,Foster Volunteer,Tree House Humane Society,"Fostering is a life saving experience for the cats and kittens Tree House assists, and a life changing experience for the volunteers who...",False,False,False,True,False,False,False,False,False,False,True
352,Music volunteers needed to play for our patients!,Rush Oak Park Hospital,"Do you play a stringed instrument such as a harp, violin or guitar? What about the piano? We have several openings in our volunteer music...",False,False,False,True,False,True,False,False,False,False,False
353,Share Your Canine Companion and Enhance the Lives of Seniors!,Chicago Methodist Senior Services,Chicago Methodist Senior Services Position Title: Therapeutic Pet Visitor POSITION SUMMARY: The primary purpose of your position is to...,False,False,False,True,False,False,False,False,False,True,True
354,Pulmonary Rehab Volunteer,Rush Oak Park Hospital,"Under the direction of the Pulmonary Rehab Coordinator, responsibilities will include: transporting patients in wheelchairs; cleaning...",False,False,False,True,False,False,False,False,False,False,False
355,Laboratory Front Desk Volunteer,Rush Oak Park Hospital,Laboratory Front Desk volunteers assist staff in providing a more efficient and effective working environment. Responsibilities include:...,False,False,False,True,False,False,False,False,False,False,False
356,Information Technology (IT) Volunteer,Rush Oak Park Hospital,IT Volunteers assist staff in providing a more efficient and effective working environment. Volunteer duties may include; Entry level IT...,False,False,False,True,False,False,False,False,False,False,False
357,Information Desk Volunteer,Rush Oak Park Hospital,"Information Desk volunteers provide customer service support to the Hospital's patients, visitors, and staff. Under the direction of the...",False,False,False,True,False,False,False,False,False,False,False
358,Volunteer Workshop Facilitators Needed for Take Charge of Your Health Programs,AgeOptions,Do you have a passion for serving others in the community? Do you find health and wellness as important in overall quality of life? Do...,False,False,False,True,False,False,True,False,False,False,False
359,Southside Chicago Hospice Volunteers Needed,Loyola Medicine Hospice,Loyola Medicine Hospice is looking for compassionate people who would like to volunteer their time to make the lives of those who are...,False,False,False,True,False,False,False,False,False,False,False
360,Out of the House Program Assistant,JASC,Are you looking for a volunteer opportunity in your community? JASC is seeking volunteers to provide companionship and help with general...,False,False,False,True,False,False,False,False,False,True,False
361,C4P AmeriCorps Program,"Comprehensive Care, Community, and Culture...","What is AmeriCorps? AmeriCorps is a national service program that involves people in ""getting things done"" in communities....",False,False,False,True,False,False,False,False,False,False,False
362,Valued Volunteers Needed: Inpatient Center Vounteers: Swedish Covenant Hospital,Seasons Hospice and Palliative Care- Illinois,"We are looking for volunteers to offer a supportive presence, socialization and to assist in our Legacy Program; creating legacy projects...",False,False,False,True,False,False,False,False,False,True,False
363,Share Your Healing Touch! Become a Massage Therapist for Seniors!,Chicago Methodist Senior Services,Position Title: Massage Therapist Program/Department: Wesley Place/Hartwell Place/Covenant Home Reports To: Director of Volunteer...,False,False,False,True,False,False,False,False,False,True,False
364,Brighten the days of older adults through                     Musicians on Call,Chicago Methodist Senior Services,"Musicians on Call, a non-profit organization that brings live and recorded music to the bedsides of patients in healthcare facilities...",False,False,False,True,False,True,False,False,False,True,False
365,Therapy Dogs needed for Hospice visits-Oak Park,Transitions Hospice,Make a difference in the life of someone nearing the end of their journey. Registered Therapy Dog teams needed to provide friendly visits...,False,False,False,True,False,False,False,False,False,True,True
366,Board of Directors,NAMI METRO SUBURBAN INC,Responsibilities shall include but not be limited to the following: (a) To direct the activities and resources of this organization to...,False,False,False,True,False,False,False,False,False,False,False
367,Finance and Human Resource Committee Volunteer,NAMI METRO SUBURBAN INC,NAMI Metro Suburban is seeking volunteers for its Finance and Human Resource Committee. The FHR Committee meets on the third Wednesday of...,False,False,False,True,False,False,False,False,False,False,False
368,Acupuncturist,American Indian Health Service of Chicago,Looking for a volunteer acupuncturist to work with primary care doctor and mental health counselor to provide free or low cost services...,False,False,False,True,False,False,False,False,False,False,False
369,Help Seniors in Melrose Park!,Residential Hospice,We are looking for individuals who really want to make a difference for seniors in their community. We need volunteers to provide...,False,False,False,True,False,False,False,False,False,True,False
370,Hospice Companion in La Grange,Residential Hospice,"We are searching for people who are truly interested in not just volunteering, but really making a difference. Your presence could bring...",False,False,False,True,False,False,False,False,True,True,False
371,Park Ridge area Pet Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Patient Support volunteers with a pet companion are part of the interdisciplinary team and provide support in various settings including...,False,False,False,True,False,False,False,False,False,False,True
372,Evanston area Pet Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Patient Support volunteers with a pet companion are part of the interdisciplinary team and provide support in various settings including...,False,False,False,True,False,False,False,False,False,True,True
373,La Grange area Pet Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Patient Support volunteers with a pet companion are part of the interdisciplinary team and provide support in various settings including...,False,False,False,True,False,False,False,False,False,False,True
374,Visit hospice patients in Bridgeview,Angels Grace Hospice,Angels Grace Hospice is looking for people who would like to make short visits to hospice patients in the Bridgeview area. These visits...,False,False,False,True,False,False,False,True,False,True,False
375,Visit Hospice Patients in LaGrange/Hinsdale area,Angels Grace Hospice,Angels Grace Hospice is looking for people who would like to make short visits to hospice patients in the LaGrange/Hinsdale area. These...,False,False,False,True,False,False,False,True,False,True,False
376,Pet Therapy for Hospice Patients in Bridgeview Nursing Homes,Angels Grace Hospice,"Are you looking for a Pet Therapy volunteer opportunity that is flexible? As an Angels Grace Hospice volunteer, you can plan your visits...",False,False,False,True,False,False,False,False,False,True,True
377,Pet Therapy for Hospice Patients in LaGrange/Hinsdale Nursing Homes,Angels Grace Hospice,"Are you looking for a Pet Therapy volunteer opportunity that is flexible? As an Angels Grace Hospice volunteer, you can plan your visits...",False,False,False,True,False,False,False,False,False,True,True
378,St. Jude Fashion Show - Raffle Sales,ALSAC/St. Jude Children's Research Hospital,"The 25th Annual St. Jude Fashion Show will be held on Sunday, November 10th, 2019 at the Donald E. Stephens Convention Center in Rosemont...",False,False,False,True,True,False,False,False,False,False,False
379,St. Jude Fashion Show - Check Out,ALSAC/St. Jude Children's Research Hospital,"The 25th Annual St. Jude Fashion Show will be held on Sunday, November 10th, 2019 at the Donald E. Stephens Convention Center in Rosemont...",False,False,False,True,True,False,False,False,False,False,False
380,St. Jude Fashion Show - Greeter/Floater,ALSAC/St. Jude Children's Research Hospital,"The 25th Annual St. Jude Fashion Show will be held on Sunday, November 10th, 2019 at the Donald E. Stephens Convention Center in Rosemont...",False,False,False,True,True,False,False,False,False,False,False
381,La Grange area Home Hospice Patient Support/Companion Volunteer,Rainbow Hospice and Palliative Care,"Work near your home! As a Hospice Patient Support/Companion Volunteer, you will be assigned to support a hospice patient and their family...",False,False,False,True,False,False,False,False,False,True,False
382,St. Jude Dream a Little Dream Fashion Show,ALSAC/St. Jude Children's Research Hospital,"The 25th Annual St. Jude Fashion Show will be held on Sunday, November 10th, 2019 at the Donald E. Stephens Convention Center in Rosemont...",False,False,False,True,True,False,False,False,False,False,False
383,Chicago area Home Hospice Patient Support/Companion Volunteer,Rainbow Hospice and Palliative Care,"Work near your home! As a Hospice Patient Support/Companion Volunteer, you will be assigned to support a hospice patient and their family...",False,False,False,True,False,False,False,False,False,True,False
